Pull Request - Commit URL,Class
https://github.com/aaberg/sql2o/pull/286/commits/b9a824546cf929511e447837d94638afcfff332e,core/src/main/java/org/sql2o/Query.java
https://github.com/apache/accumulo/pull/793/commits/1d94714bdc4e5e54432dfa8ca1c0a5efa1ce723d,server/tserver/src/main/java/org/apache/accumulo/tserver/TabletServer.java
https://github.com/apache/accumulo/pull/793/commits/7a093189d55775dacfcb81474973ff434c26af24,server/tserver/src/main/java/org/apache/accumulo/tserver/log/TabletServerLogger.java
https://github.com/apache/accumulo/pull/793/commits/1d94714bdc4e5e54432dfa8ca1c0a5efa1ce723d,server/tserver/src/main/java/org/apache/accumulo/tserver/TabletServer.java
https://github.com/apache/accumulo/pull/890/commits/d7f789a894f8f1a50e8cd77938a54693e8d23ddc,server/master/src/main/java/org/apache/accumulo/master/tableOps/bulkVer2/LoadFiles.java
https://github.com/apache/accumulo/pull/1546/commits/0de251ec567e6443df871ed5cbe44a1077e70af2,core/src/main/java/org/apache/accumulo/core/cli/ClientOpts.java
https://github.com/apache/accumulo/pull/1604/commits/49df8a2ea20c049db15d9da4a6bbe0d0cae5eca5,test/src/main/java/org/apache/accumulo/test/ThriftServerBindsBeforeZooKeeperLockIT.java
https://github.com/apache/accumulo/pull/1661/commits/3244f2bb1d8b63e430d7fdecc75fc79656f2c8e8,server/master/src/main/java/org/apache/accumulo/master/Master.java
https://github.com/apache/accumulo/pull/1738/commits/8f56442220df5bb45f16a3d28adb3dc061be5881,core/src/main/java/org/apache/accumulo/core/volume/Volume.java
https://github.com/apache/accumulo/pull/2251/commits/f453409cdc2ece43f7bc4b2853f1dcdf8de09142,server/tserver/src/main/java/org/apache/accumulo/tserver/compactions/CompactionService.java
https://github.com/apache/accumulo/pull/2381/commits/868135a8cc793752b50bf1fd3b8e3f5f98327edb,core/src/main/java/org/apache/accumulo/core/clientImpl/TableOperationsImpl.java
https://github.com/apache/accumulo/pull/2438/commits/18effe61f58f27d0354ecc6daeda2a335b4bf51f,server/base/src/main/java/org/apache/accumulo/server/init/Initialize.java
https://github.com/apache/avro/pull/965/commits/1e038a014a4d3e7efb0c5206a0b64bd0a1041c95,lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java
https://github.com/apache/curator/pull/262/commits/5920c744508afd678a20309313e1b8d78baac0c4,curator-framework/src/main/java/org/apache/curator/framework/state/ConnectionStateManager.java
https://github.com/apache/cxf/pull/740/commits/f69c680317b6da76dd0820d223d4c919e6e754a9,systests/transports/src/test/java/org/apache/cxf/systest/servlet/AbstractServletTest.java
https://github.com/apache/drill/pull/2489/commits/3438002cea04509c876923e109c68429903e2d64,exec/java-exec/src/main/java/org/apache/drill/exec/server/rest/DrillRoot.java
https://github.com/apache/roller/pull/111/commits/f23df8a20bc16e74e571fdd78f40f9e6bce03712,app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/SearchServlet.java
https://github.com/apache/shiro/pull/255/commits/886569d38ba40ec8555b88084b4f2c4778ca7ab1,support/spring-boot/spring-boot-web-starter/src/main/java/org/apache/shiro/spring/config/web/autoconfigure/ShiroWebFilterConfiguration.java
https://github.com/apache/storm/pull/3318/commits/b7241c55f68b8fbf18f089a1f4349f79163109f2,storm-client/src/jvm/org/apache/storm/metrics2/StormMetricRegistry.java
https://github.com/AxonFramework/AxonFramework/pull/776/commits/1aa970268c49575da5b18cc826e0716779931b4a,core/src/main/java/org/axonframework/commandhandling/distributed/ConsistentHash.java
https://github.com/AxonFramework/AxonFramework/pull/966/files/2fcc779af0afdb8023edca922a8c615e7614244c,core/src/main/java/org/axonframework/deadline/quartz/DeadlineJob.java
https://github.com/AxonFramework/AxonFramework/pull/1152/commits/104f1262032b01bc7f5e22d5c4159e4673785920,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/AxonServerEventStore.java
https://github.com/AxonFramework/AxonFramework/pull/1250/commits/dd252ca15b0ee3c21665a05e753e397317d3c41a,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/AxonServerConnectionManager.java
https://github.com/azkaban/azkaban/pull/2500/commits/cf4ad51402ef2e9661f6bf0aed1a07c5ccfe45a0,azkaban-common/src/main/java/azkaban/executor/ExecutableRamp.java
https://github.com/dita-ot/dita-ot/pull/3300/commits/891f572da52b5047b7ac384e7e4d4217efac045e,src/main/java/org/dita/dost/project/ProjectBuilder.java
https://github.com/geoserver/geoserver/pull/4893/commits/8294067aff27740a7415ee499ba59b51a85a5231,src/community/backup-restore/core/src/main/java/org/geoserver/backuprestore/processor/CatalogItemProcessor.java
https://github.com/jacoco/jacoco/pull/949/commits/970c42939ddb3bf3f509a7100795d8ca1ce738aa,org.jacoco.core.test.validation.java5/src/org/jacoco/core/test/validation/java5/FinallyTest.java
https://github.com/JakeWharton/timber/pull/304/commits/16a769833958679461044d1713f7f2bf6e162735,timber/src/main/java/timber/log/Timber.java
https://github.com/liquibase/liquibase/pull/3316/commits/a77a43cb2f96907771d0816b9a5f19d3f31eada3,liquibase-cdi/src/main/java/liquibase/integration/cdi/SchemesCDIConfigBuilder.java
https://github.com/RPTools/maptool/pull/2144/commits/fb571cf97fb2509f7b2e8d3beb5128e658998584,src/main/java/net/rptools/lib/ModelVersionManager.java
https://github.com/RPTools/maptool/pull/2144/commits/0f90b92f3cf5908fafd16cf5fec88f8a0518a700,src/main/java/net/rptools/maptool/model/Token.java
https://github.com/RPTools/maptool/pull/2144/commits/31370e5d15dda6baf2e40a2022e9e398a3fc2526,src/main/java/net/rptools/maptool/client/utilities/DungeonDraftImporter.java
https://github.com/RPTools/maptool/pull/2144/commits/33fe57cde9e8018921ead62d655e0feb8e1de48a,src/main/java/net/rptools/lib/swing/ImagePanel.java
https://github.com/RPTools/maptool/pull/2144/commits/1b387e42e5851be02f80e08c2cca1d6cdb8b12c7,src/main/java/net/rptools/maptool/client/MapToolLineParser.java
https://github.com/RPTools/maptool/pull/2144/commits/dcf81ca1a22a8b0a77ac9d8bd65d0940519b6392,src/main/java/net/rptools/maptool/client/functions/DrawingFunctions.java
https://github.com/RPTools/maptool/pull/2144/commits/e89fb26bb514c7e356956222f92e6a4563653fff,src/main/java/net/rptools/lib/swing/TaskPanelGroup.java
https://github.com/RPTools/maptool/pull/2144/commits/d60adc7f5929ea1948aba76d8d7c18462ad67f7a,src/main/java/net/rptools/lib/BackupManager.java
https://github.com/RPTools/maptool/pull/2144/commits/5d2397539b4312a8d680c6d2d645f4b0d352f0ed,src/main/java/net/rptools/maptool/client/ui/zone/PointerOverlay.java
https://github.com/RPTools/maptool/pull/2144/commits/cc6affc064208ca5a2477ecdd8a376d2102be7dc,src/main/java/net/rptools/maptool/client/ServerCommandClientImpl.java
https://github.com/RPTools/maptool/pull/2144/commits/20d3935716eac49a02daef89eaef93e02f903e67,src/main/java/net/rptools/maptool/client/AppPreferences.java
https://github.com/RPTools/maptool/pull/2144/commits/2376612d6a77561b05bd666b77fec19cb584eee8,src/main/java/net/rptools/maptool/client/swing/AbeillePanel.java
https://github.com/RPTools/maptool/pull/2144/commits/a3c65d84b3540b1cddd0b22fa7093b6457276304,src/main/java/net/rptools/maptool/client/MapToolLineParser.java
https://github.com/RPTools/maptool/pull/2144/commits/2f546c28b8f374de6ee33e494d46d0224485dc52,src/main/java/net/rptools/maptool/client/AppPreferences.java
https://github.com/RPTools/maptool/pull/2144/commits/82098be68cfaeb2ca6ea7b1dd4c3f793411394d7,src/main/java/net/rptools/lib/swing/PositionalPanel.java
https://github.com/RPTools/maptool/pull/2144/commits/c4250e22d39e9be272eaa6d253e2585fd70417de,src/main/java/net/rptools/maptool/model/HeroLabData.java
https://github.com/checkstyle/checkstyle/pull/5472/commits/b1a205ab2007bb1fbd36f403315a42a172575c12,src/main/java/com/puppycrawl/tools/checkstyle/checks/AvoidEscapedUnicodeCharactersCheck.java
https://github.com/CorfuDB/CorfuDB/pull/1701/commits/73c8a328dc3e0304dd1c6091e2ab27480edd3326,runtime/src/main/java/org/corfudb/runtime/object/transactions/AbstractTransactionalContext.java
https://github.com/CorfuDB/CorfuDB/pull/1753/commits/f28c7079c84480a332d9608899394e904cc198df,infrastructure/src/main/java/org/corfudb/infrastructure/log/StreamLogFiles.java
https://github.com/CorfuDB/CorfuDB/pull/1901/commits/d4534f4339606c1db62a24fc26f0e28fe1bb3252,infrastructure/src/main/java/org/corfudb/infrastructure/LogUnitServer.java
https://github.com/CorfuDB/CorfuDB/pull/2090/commits/3eb448846e33370f2b5a7b42516c735e8267cd87,runtime/src/main/java/org/corfudb/runtime/object/VersionLockedObject.java
https://github.com/CorfuDB/CorfuDB/pull/2256/commits/e9278587651cd17c45ff99a5f7bb451921bb8bbf,generator/src/main/java/org/corfudb/generator/StringIndexer.java
https://github.com/dita-ot/dita-ot/pull/2884/commits/730356ea23aa45b7ef8a83de1a41731067d60a86,src/main/java/org/dita/dost/writer/NormalizeFilter.java
https://github.com/farin/JCloisterZone/pull/240/commits/765b0a0434eb19dfdbff786568a3ab625343abbb,src/main/java/com/jcloisterzone/board/Edge.java
https://github.com/farin/JCloisterZone/pull/240/commits/855284130d9991599d7cfc83dcc80ddd564fa10b,src/main/java/com/jcloisterzone/board/Location.java
https://github.com/farin/JCloisterZone/pull/240/commits/1a8fbb0ce829107147fb9dd77d2b4bfb01c12b80,src/main/java/com/jcloisterzone/board/Location.java
https://github.com/gdg-x/frisbee/pull/681/commits/362c5dede0d2800d836f1a20f5ae0e80fdeb87f8,app/src/main/java/org/gdg/frisbee/android/activity/ParseDeepLinkActivity.java
https://github.com/gdg-x/frisbee/pull/681/commits/362c5dede0d2800d836f1a20f5ae0e80fdeb87f8,app/src/main/java/org/gdg/frisbee/android/activity/ParseDeepLinkActivity.java
https://github.com/geoserver/geoserver/pull/3860/commits/95a3de9acbc7838bc56c3f3fb830d9dc1dc3a499,src/platform/src/test/java/org/geoserver/platform/resource/FileSystemResourceTheoryTest.java
https://github.com/geoserver/geoserver/pull/3860/commits/95a3de9acbc7838bc56c3f3fb830d9dc1dc3a499,src/platform/src/test/java/org/geoserver/platform/resource/FileSystemResourceTheoryTest.java
https://github.com/gradle/gradle/pull/7856/commits/26f2ec35b42c82d947a6ec0d9e7de753d75451ea,subprojects/base-services/src/main/java/org/gradle/util/GradleVersion.java
https://github.com/gradle/gradle/pull/7856/commits/26f2ec35b42c82d947a6ec0d9e7de753d75451ea,subprojects/base-services/src/main/java/org/gradle/util/GradleVersion.java
https://github.com/gradle/gradle/pull/20031/commits/6521d0c2ed86324e769c2b490b908e60f661b2aa,subprojects/architecture-test/src/test/java/org/gradle/architecture/test/KotlinCompatibilityTest.java
https://github.com/gradle/gradle/pull/20353/commits/f0a186f89bea3d3371589fa67d1eeca6b4a3c4a0,build-logic/integration-testing/src/main/kotlin/gradlebuild/integrationtests/model/GradleDistribution.kt
https://github.com/Graylog2/graylog2-server/pull/6651/commits/ceb2afbf105b999b79b960b98880a068fea5f7fd,graylog2-server/src/test/java/org/graylog/plugins/views/search/rest/SearchResourceTest.java
https://github.com/Graylog2/graylog2-server/pull/12539/commits/42640e51e4926776c0bced2d0a83241a23d1f240,graylog2-server/src/test/java/org/graylog/plugins/views/search/rest/FieldTypesResourceTest.java
https://github.com/Graylog2/graylog2-server/pull/12995/commits/4318c29a283912d72fbb90d042f4db3358ea729e,graylog-storage-elasticsearch6/src/main/java/org/graylog/storage/elasticsearch6/views/searchtypes/pivot/ESPivot.java
https://github.com/grpc/grpc-java/pull/6128/commits/4e8752d8ab9e8f156d24e7f81e8117b8e49d0d5e,xds/src/main/java/io/grpc/xds/LocalityStore.java
https://github.com/grpc/grpc-java/pull/7810/commits/c38e35566b94cce0bfa52a1c7ef5bf6c9ff65211,xds/src/main/java/io/grpc/xds/Bootstrapper.java
https://github.com/grpc/grpc-java/pull/7944/commits/7ef11e3999baee7e47616439bbc62a8ca1f2c68c,xds/src/test/java/io/grpc/xds/ClientXdsClientTestBase.java
https://github.com/hazelcast/hazelcast/pull/10931/commits/e13bf152a23e94cca4f9a3bcab09233f1eeb3bbe,hazelcast/src/test/java/com/hazelcast/map/impl/nearcache/invalidation/MapInvalidationMetaDataMigrationTest.java
https://github.com/HubSpot/jinjava/pull/946/commits/3c3b41ad5e00632e23e6731b108859dcb7a671e1,src/main/java/com/hubspot/jinjava/interpret/JinjavaInterpreter.java
https://github.com/iluwatar/java-design-patterns/pull/805/commits/ac3cdfbf351a6c593ac359da4945233bde9d6275,ambassador/src/main/java/com/iluwatar/ambassador/RemoteService.java
https://github.com/iluwatar/java-design-patterns/pull/1025/commits/6d29083683beebc87022a337f3dfab1367f3ef9f,abstract-document/src/main/java/com/iluwatar/abstractdocument/App.java
https://github.com/iluwatar/java-design-patterns/pull/1492/commits/31471acb69bb5e41d0668cfbf10c3d8e083b1861,bytecode/src/test/java/com/iluwatar/bytecode/AppTest.java
https://github.com/iluwatar/java-design-patterns/pull/1811/commits/ebdd337dbab6d6e8dc0209e23039c2bb78fa72bb,singleton/src/main/java/com/iluwatar/singleton/ThreadSafeDoubleCheckLocking.java
https://github.com/JabRef/jabref/pull/6479/commits/cdfd56a1b2f50f9b781e7129e45dc3d9e61c1967,src/main/java/org/jabref/logic/bibtexkeypattern/BracketedPattern.java
https://github.com/liquibase/liquibase/pull/3047/commits/efa97010615193ee5c25c0ce54f862cee8e91926,liquibase-core/src/test/java/liquibase/sqlgenerator/core/CreateSequenceGeneratorTest.java
https://github.com/mockito/mockito/pull/907/commits/fe0e7dc198cdc587fd7597ad819a8ca22e6402ca,src/main/java/org/mockito/internal/verification/Times.java
https://github.com/neo4j/neo4j/pull/9460/commits/e290c4daba5657472df8d76ace3f437ecd0024f9,community/cypher/cypher/src/main/scala/org/neo4j/cypher/internal/spi/v2_3/TransactionBoundQueryContext.scala
https://github.com/netty/netty/pull/8720/commits/302f1df755d7c25b4cbc38847f6f0a1bdc9c10e4,common/src/main/java/io/netty/util/concurrent/SingleThreadEventExecutor.java
https://github.com/netty/netty/pull/8732/commits/f3667b89ba8252f3e98f57f70ddc9ffc52f8ab5f,transport/src/main/java/io/netty/channel/DefaultChannelPipeline.java
https://github.com/netty/netty/pull/8732/commits/f3667b89ba8252f3e98f57f70ddc9ffc52f8ab5f,transport/src/main/java/io/netty/channel/DefaultChannelPipeline.java
https://github.com/netty/netty/pull/12869/commits/64f0400c8599071ee608b3787c7552f609b7e57f,codec-dns/src/main/java/io/netty5/handler/codec/dns/DefaultDnsRecordEncoder.java
https://github.com/payara/Payara/pull/4463/commits/6fa0a93ed38d074484528cfb75e3cdaeba9dbb82,appserver/monitoring-console/webapp/src/main/webapp/js/mc-view.js
https://github.com/payara/Payara/pull/4602/commits/b585421ebe9ca2307a0533f353f7c0ba4990a4a3,nucleus/common/glassfish-api/src/main/java/org/glassfish/api/invocation/InvocationManagerImpl.java
https://github.com/rstudio/rstudio/pull/1529/commits/f8e440d1b0c3ab816e93c318789b1b5e5309551e,src/gwt/src/org/rstudio/studio/client/workbench/views/terminal/TerminalPane.java
https://github.com/square/moshi/pull/245/commits/9420b6493c11a287155f28a3e0dbe31addd34a00,moshi/src/main/java/com/squareup/moshi/ClassJsonAdapter.java
https://github.com/undertow-io/undertow/pull/850/commits/9098d1e495e83baa2ec67d1631b22388c42a53e0,core/src/main/java/io/undertow/protocols/http2/Http2Channel.java
https://github.com/azkaban/azkaban/pull/2849/commits/65400fa97dcae8e91662cad8aed5fb2471fb6921,azkaban-exec-server/src/main/java/azkaban/container/FlowContainer.java
https://github.com/crate/crate/pull/7300/commits/18c7480726521caeb92159c91556eb50035d430d,sql/src/test/java/io/crate/execution/jobs/CountContextTest.java
https://github.com/magefree/mage/pull/9574/commits/54aec0ee2b73a7ae16efc2d804e410a0bbdd4017,Mage.Client/src/main/java/org/mage/card/arcane/CardPanelRenderModeMTGO.java
https://github.com/mapstruct/mapstruct/pull/2998/commits/d3ecd02bb161a76a4c7f66ed125eab315b5bb39a,processor/src/test/resources/fixtures/org/mapstruct/ap/test/annotatewith/MultipleArrayValuesMapperImpl.java
https://github.com/elastic/elasticsearch/pull/59951/commits/327baa0c14a0538732e52e868913779343275d96,client/rest-high-level/src/main/java/org/elasticsearch/client/ml/dataframe/evaluation/outlierdetection/OutlierDetection.java
https://github.com/gradle/gradle/pull/22047/commits/09b66e514d5e013a4de1b5fbec5e642416859840,subprojects/execution/src/main/java/org/gradle/internal/execution/UnitOfWork.java
https://github.com/gradle/gradle/pull/22047/commits/419b0b1c3848f1fbf6ea6410eac3df940725670b,subprojects/core/src/main/java/org/gradle/api/internal/tasks/execution/TaskExecution.java
https://github.com/gradle/gradle/pull/22047/commits/cd07566884149299e5ed438feeb35af11747bd49,subprojects/execution/src/integTest/groovy/org/gradle/internal/execution/UnitOfWorkBuilder.groovy
https://github.com/gradle/gradle/pull/22047/commits/e9010f0cad0846ba4e7c3bbcc0c4d0645cbd0011,subprojects/execution/src/main/java/org/gradle/internal/execution/steps/ResolveInputChangesStep.java
https://github.com/apache/commons-lang/pull/418/commits/c31dc383c9cd27a51b37a2f71f75b2dc251d8576,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
https://github.com/gradle/gradle/pull/14636/commits/50326a942167334d68b7cbd98c85f58da1773f68,subprojects/composite-builds/src/main/java/org/gradle/composite/internal/DefaultBuildableCompositeBuildContext.java
https://github.com/grpc/grpc-java/pull/7756/commits/1277faa43e75a7a931271350d19f21df7c1852c1,api/src/main/java/io/grpc/Status.java
https://github.com/grpc/grpc-java/pull/9025/commits/b4df690eaed8ede269414501fde0caa3cd468c35,xds/src/test/java/io/grpc/xds/XdsCredentialsRegistryTest.java
https://github.com/grpc/grpc-java/pull/9025/commits/b4df690eaed8ede269414501fde0caa3cd468c35,xds/src/main/java/io/grpc/xds/XdsCredentialsRegistry.java
https://github.com/hazelcast/hazelcast/pull/21413/commits/c489a258d5075b1be0bbce9cf1e19b572f62f55a,hazelcast/src/main/java/com/hazelcast/internal/cluster/impl/ClusterServiceImpl.java
https://github.com/apache/accumulo/pull/188/commits/37ad8f5050a43881377b2ad38debb6c3177335ac,core/src/test/java/org/apache/accumulo/core/file/rfile/CreateCompatTestFile.java
https://github.com/apache/accumulo/pull/1593/commits/df8b71eed89703afb71fb0dd738c5082b8b4bdd7,core/src/main/java/org/apache/accumulo/core/clientImpl/ConditionalWriterImpl.java
https://github.com/apache/jena/pull/1171/commits/9a40fb8e2d36098cbae533650077c44db0791811,jena-arq/src/main/java/org/apache/jena/sparql/exec/http/QueryExecHTTP.java
https://github.com/eclipse/jetty.project/pull/3310/commits/b4bd5980aaf685503f953faa07ba3fe68ab81326,jetty-websocket/javax-websocket-client/src/main/java/org/eclipse/jetty/websocket/javax/client/DelegatedJavaxClientUpgradeRequest.java
https://github.com/eclipse/jetty.project/pull/6258/commits/b13249fd14aded9f5e17fa8f30233a51fcadcf03,jetty-client/src/main/java/org/eclipse/jetty/client/HttpDestination.java
https://github.com/eclipse/jetty.project/pull/6258/commits/b13249fd14aded9f5e17fa8f30233a51fcadcf03,jetty-client/src/main/java/org/eclipse/jetty/client/HttpDestination.java
https://github.com/eclipse/jetty.project/pull/6753/commits/159f042cc419561ad4d06e499c891aee0ec5b62b,jetty-server/src/main/java/org/eclipse/jetty/server/session/DefaultSessionCache.java
https://github.com/linkedin/rest.li/pull/417/commits/58ee644ea3a21900856c4386f17459cb1246fd4a,CHANGELOG.md
https://github.com/MinecraftForge/MinecraftForge/pull/5235/commits/226377c7bf7442d429cc8cc36bc39d29c4d6448a,src/main/java/net/minecraftforge/registries/NamespacedDefaultedWrapper.java
https://github.com/Netflix/zuul/pull/764/commits/4f6ea6e286d8dd83046c11678ce8930a52ac7c89,zuul-core/src/main/java/com/netflix/zuul/message/Headers.java
https://github.com/netty/netty/pull/9538/commits/26bafeffee9911e2801025816ed333bbbbce0cf7,transport/src/main/java/io/netty/channel/DefaultChannelPipeline.java
https://github.com/netty/netty/pull/9538/commits/26bafeffee9911e2801025816ed333bbbbce0cf7,transport/src/main/java/io/netty/channel/DefaultChannelPipeline.java
https://github.com/netty/netty/pull/11220/commits/90a7c14f1b373d06712a4fb960e3dbdbc5fa1cc4,codec-http2/src/main/java/io/netty/handler/codec/http2/Http2FrameCodecBuilder.java
https://github.com/rstudio/rstudio/pull/6318/commits/a607147fa6104ae4350b3da46be8f1215d4b6b0d,src/gwt/src/org/rstudio/studio/client/workbench/views/source/editors/text/spelling/CheckSpelling.java
https://github.com/UniversalMediaServer/UniversalMediaServer/pull/3577/commits/842520f920414075fb2108dcd3b12f0d75dabef4,src/main/java/net/pms/PMS.java
https://github.com/elastic/elasticsearch/pull/48452/commits/5f12f63c8715078cecf0740c0ea2b112f79f43c8,x-pack/plugin/security/src/test/java/org/elasticsearch/xpack/security/authc/saml/SamlSpMetadataBuilderTests.java
https://github.com/apache/accumulo/pull/1271/commits/f80b798e33c761e019da18ee5236fb657978cc6c,core/src/main/java/org/apache/accumulo/core/file/rfile/bcfile/Compression.java
https://github.com/apache/accumulo/pull/1271/commits/ac1f0d069c0adbbff8a23e66a2402c977dfbb578,core/src/main/java/org/apache/accumulo/core/file/rfile/bcfile/Compression.java
https://github.com/apache/accumulo/pull/2250/commits/233e2c23e66506bd63db567d52ae413122dbf2b3,server/tserver/src/main/java/org/apache/accumulo/tserver/compactions/CompactionService.java
https://github.com/apache/accumulo/pull/2250/commits/233e2c23e66506bd63db567d52ae413122dbf2b3,server/tserver/src/main/java/org/apache/accumulo/tserver/compactions/CompactionService.java
https://github.com/apache/roller/pull/105/commits/e23b32f11822c4c43e0225b94ebb396c4377ec57,app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/PreviewServlet.java
https://github.com/apache/roller/pull/105/commits/eec6c794a0709b90a80d65b1af7998860c908a34,app/src/main/java/org/apache/roller/planet/business/MultiPlanetURLStrategy.java
https://github.com/apache/roller/pull/105/commits/2e31b23107ae55f77d324935ae36a464cf876fba,app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagementBean.java
https://github.com/apache/roller/pull/105/commits/86eabeaaf07a913ac7af1d1fe18e3ea03c4b2af2,app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
https://github.com/apache/roller/pull/105/commits/083252695e6c494ecbd8b7fc95858a990f16dbfb,app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogEntryManagerImpl.java
https://github.com/apache/roller/pull/105/commits/fc8cdba6f86d4c8a39ba36fc19deb1112e7df0ef,app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileView.java
https://github.com/apache/roller/pull/105/commits/4de79d5c5b13af48703dad8f469ada7db8a4519b,app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarksImport.java
https://github.com/apache/roller/pull/105/commits/cb3090fa0c2c89100ae350afa7722dcebf5f8e94,app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java
https://github.com/apache/roller/pull/105/commits/92b993243bbd43af3983f4beec31278b2d497920,app/src/main/java/org/apache/roller/weblogger/business/MailProvider.java
